pcd7,pcd8,pcds,dointr,doterm,usrtypind,east1m,north1m,gridind,oa21cd,cty25cd,ced25cd,lad25cd,wd25cd,nhser24cd,ctry25cd,rgn25cd,pcon24cd,ttwa15cd,itl25cd,npark16cd,lsoa21cd,msoa21cd,wz11cd,sicbl26cd,bua24cd,ruc21ind,oac11ind,lat,long,lep21cd1,lep21cd2,pfa23cd,imd20ind,icb26cd,ttwa_name
IG1 2AD,IG1  2AD,IG1 2AD,198001,200803,0,543409,186120,1,E00185780,E13000002,E99999999,E09000026,E05011247,E40000003,E92000001,E12000007,E14001301,E30000234,E09000026,E65000001,E01034483,E02000782,E33031896,E38000255,E63011927,UN1,3B1,51.555743,0.06723,E37000051,,E23000001,8420,E54000029,London
WC1E7AU,WC1E 7AU,WC1E 7AU,198001,,0,529625,181953,1,E00004196,E13000001,E99999999,E09000007,E05013653,E40000003,E92000001,E12000007,E14001290,E30000234,E09000007,E65000001,E01000850,E02000191,E33033074,E38000240,E63011985,UN1,2D3,51.52163,-0.133011,E37000051,,E23000001,19686,E54000071,London
BT473DX,BT47 3DX,BT47 3DX,198412,,0,255608,421157,1,N20001460,N99999999,N99999999,N09000004,N08000421,N99999999,N92000002,N99999999,N05000006,N12000006,N09000004,N99999999,N21000339,N99999999,N19001261,ZC050,N99999999,,1A1,55.034708,-7.131066,N99999999,N99999999,N23000001,290,N99999999,Derry
L18 5HS,L18  5HS,L18 5HS,198001,,0,339698,387831,1,E00033427,E11000002,E99999999,E08000012,E05015318,E40000014,E92000001,E12000002,E14001337,E30000233,E08000012,E65000001,E01006596,E02001395,E33006416,E38000101,E63008477,UN1,5A2,53.383882,-2.908059,E37000022,,E23000004,18828,E54000008,Liverpool
NR352TL,NR35 2TL,NR35 2TL,198001,,0,632101,288890,1,E00136791,E10000020,E58000964,E07000149,E05012851,E40000013,E92000001,E12000006,E14001569,E30000235,E07000149,E65000001,E01026894,E02005608,E33028242,E38000239,E63009992,RSF1,1C2,52.448654,1.414168,E37000052,,E23000024,11841,E54000068,Lowestoft
PA7 5AT,PA7  5AT,PA7 5AT,198001,,0,243982,670636,1,S00172179,S99999999,S99999999,S12000038,S13003085,S99999999,S92000003,S99999999,S14000101,S22000065,S30000021,S99999999,S01019534,S02003613,S34004047,S03000020,,2,5B3,55.903465,-4.49714,S99999999,S99999999,S23000009,6716,S99999999,Glasgow
E13 9GF,E13  9GF,E13 9GF,201905,,0,541518,183470,1,E00182383,E13000001,E99999999,E09000025,E05013905,E40000003,E92000001,E12000007,E14001213,E30000234,E09000025,E65000001,E01003489,E02000732,E33035547,E38000255,E63012003,UN1,3B2,51.532408,0.038908,E37000051,,E23000001,6119,E54000029,London
SE9 4HN,SE9  4HN,SE9 4HN,198001,,0,542508,172115,1,E00003811,E13000002,E99999999,E09000006,E05014000,E40000003,E92000001,E12000007,E14001223,E30000234,E09000006,E65000001,E01000781,E02000127,E33032752,E38000244,E63012282,UN1,4A3,51.430126,0.048593,E37000051,,E23000001,5113,E54000030,London
BS6 5AL,BS6  5AL,BS6 5AL,198001,,0,359130,175184,1,E00074111,E99999999,E99999999,E06000023,E05010885,E40000006,E92000001,E12000009,E14001131,E30000180,E06000023,E65000001,E01014671,E02003031,E33047392,E38000222,E63012168,UN1,5A3,51.474131,-2.589842,E37000037,,E23000036,16268,E54000039,Bristol
BB9 7PG,BB9  7PG,BB9 7PG,198001,,0,385960,438263,1,E00127829,E10000017,E58000754,E07000122,E05013203,E40000014,E92000001,E12000002,E14001422,E30000182,E07000122,E65000001,E01025182,E02005248,E33008448,E38000050,E63007840,UN1,4B2,53.840437,-2.214853,E37000019,,E23000003,1410,E54000048,Burnley
N1  8RQ,N1   8RQ,N1 8RQ,198001,,0,531990,183913,1,E00013973,E13000001,E99999999,E09000019,E05013710,E40000003,E92000001,E12000007,E14001306,E30000234,E09000019,E65000001,E01002799,E02000571,E33034752,E38000240,E63011980,UN1,3D3,51.538696,-0.098208,E37000051,,E23000001,6972,E54000071,London
IP288NQ,IP28 8NQ,IP28 8NQ,200705,,0,570372,270111,1,E00183326,E10000029,E58001433,E07000245,E05015577,E40000013,E92000001,E12000006,E14001578,E30000135,E07000245,E65000001,E01034567,E02006242,E33028353,E38000204,E63010308,RLN1,4A2,52.302709,0.497346,E37000052,,E23000025,24236,E54000068,Thetford and Mildenhall
PO4 8GD,PO4  8GD,PO4 8GD,200511,201001,0,467187,100267,1,E00086351,E99999999,E99999999,E06000044,E05002450,E40000005,E92000001,E12000008,E14001432,E30000254,E06000044,E65000001,E01017100,E02003540,E33040899,E38000137,E63013748,UN1,5A3,50.798069,-1.048009,E37000055,,E23000030,16619,E54000067,Portsmouth
NE108LB,NE10 8LB,NE10 8LB,198001,,0,429107,560517,1,E00042013,E11000007,E99999999,E08000037,E05001084,E40000012,E92000001,E12000001,E14001307,E30000245,E08000037,E65000001,E01008282,E02001696,E33000893,E38000212,E63007200,UN1,8C3,54.938486,-1.547229,E37000025,,E23000007,4803,E54000050,Newcastle
BT448NG,BT44 8NG,BT44 8NG,198412,,0,296935,404009,1,N20002838,N99999999,N99999999,N09000009,N08000939,N99999999,N92000002,N99999999,N05000010,N12000001,N09000009,N99999999,N21000637,N99999999,N19001432,ZC020,N99999999,,1A1,54.87276,-6.491208,N99999999,N99999999,N23000001,510,N99999999,Ballymena
